RecordID,Season,Team,Conference,Overall Seed,Bid Type,NET Rank,PrevNET,AvgOppNETRank,AvgOppNET,Win ,Loss,Conf W,Conf L,Non-Con W,Non-Con L,Road W,Road L,NETSOS,NETNonConfSOS,Q1 Win,Q1 Loss,Q2 Win,Q2 Loss,Q3 Win,Q3 Loss,Quadrant4,
2022-23-Buffalo,2022-23,Buffalo,MAC,,,193,193,125,163,13,17,9,10,4,7,3,9,112,31,0,4,0,5,4,5,9,3
2022-23-WashingtonSt.,2022-23,Washington St.,Pac-12,,,73,73,54,112,17,16,12,10,5,6,5,8,44,83,1,11,6,3,3,1,7,1
2022-23-Denver,2022-23,Denver,Summit League,,,287,287,324,243,13,17,6,13,7,4,4,11,316,330,0,2,0,1,0,6,13,8
2022-23-Lindenwood,2022-23,Lindenwood,OVC,,,338,338,320,240,8,21,6,13,2,8,2,14,298,95,0,2,0,2,0,3,8,14
2022-23-WrightSt.,2022-23,Wright St.,Horizon,,,195,194,298,229,16,15,11,11,5,4,7,8,343,324,0,0,0,2,4,8,12,5
2022-23-SIUE,2022-23,SIUE,OVC,,,219,219,338,252,16,14,10,10,6,4,7,8,350,228,0,1,1,1,2,2,13,10
2022-23-CaliforniaBaptist,2022-23,California Baptist,WAC,,,169,169,157,179,15,16,8,11,7,5,4,8,222,354,0,2,1,4,6,4,8,6
2022-23-AirForce,2022-23,Air Force,Mountain West,,,149,149,109,151,14,18,5,14,9,4,4,9,104,363,0,7,2,4,3,3,9,4
2022-23-IUIndy,2022-23,IU Indy,Horizon,,,360,360,293,228,3,27,2,19,1,8,0,15,306,254,0,2,0,1,0,8,3,16
2022-23-Kentucky,2022-23,Kentucky,SEC,23,AL,26,25,41,107,21,11,12,7,9,4,6,4,25,71,6,7,6,1,3,2,6,1
2022-23-Vermont,2022-23,Vermont,America East,59,AQ,109,109,236,206,22,10,17,2,5,8,9,6,221,52,0,3,1,3,5,3,16,1
2022-23-OklahomaSt.,2022-23,Oklahoma St.,Big 12,,,43,43,7,80,18,15,9,11,9,4,4,7,8,193,6,12,4,2,3,1,5,1
2022-23-Monmouth,2022-23,Monmouth,CAA,,,351,351,209,197,7,26,6,14,1,12,3,15,164,64,0,2,0,8,0,8,7,8
2022-23-NorthernKy.,2022-23,Northern Ky.,Horizon,63,AQ,154,154,223,203,20,12,17,6,3,6,6,6,272,87,0,2,1,3,5,4,14,3
2022-23-KennesawSt.,2022-23,Kennesaw St.,ASUN,55,AQ,115,114,195,193,23,8,18,3,5,5,10,6,180,39,0,4,2,1,8,2,13,2
2022-23-Yale,2022-23,Yale,Ivy League,,,64,61,177,187,19,8,11,5,8,3,8,7,169,170,0,2,2,3,9,1,8,2
2022-23-Memphis,2022-23,Memphis,The American,29,AQ,23,29,68,117,26,8,16,5,10,3,7,5,67,33,4,4,9,3,7,1,6,1
2022-23-Binghamton,2022-23,Binghamton,America East,,,300,300,286,225,11,18,9,9,2,9,5,11,292,275,0,1,0,5,2,5,9,7
2022-23-Quinnipiac,2022-23,Quinnipiac,MAAC,,,174,175,309,235,19,12,11,10,8,2,9,6,324,277,0,2,1,1,4,1,14,9
2022-23-JacksonvilleSt.,2022-23,Jacksonville St.,ASUN,,,241,241,199,194,10,18,6,12,4,6,3,12,148,96,0,3,0,4,2,5,8,6
2022-23-Idaho,2022-23,Idaho,Big Sky,,,310,310,267,217,8,22,4,15,4,7,4,11,341,358,0,0,0,2,4,7,4,13
2022-23-Maryland,2022-23,Maryland,Big Ten,31,AL,31,31,54,112,21,12,12,10,9,2,2,9,36,159,3,10,6,2,3,1,9,1
2022-23-CoastalCarolina,2022-23,Coastal Carolina,Sun Belt,,,293,294,181,189,8,20,5,14,3,6,3,11,239,276,0,1,0,4,3,7,5,8
2022-23-ColoradoSt.,2022-23,Colorado St.,Mountain West,,,110,110,49,110,14,18,7,13,7,5,4,8,61,92,1,12,2,1,5,4,6,1
2022-23-Bethune-Cookman,2022-23,Bethune-Cookman,SWAC,,,348,348,349,259,10,20,8,11,2,9,3,13,329,160,0,3,0,0,0,3,10,14
2022-23-UNLV,2022-23,UNLV,Mountain West,,,91,91,64,115,18,13,8,12,10,1,5,5,82,299,2,7,3,1,8,5,5,1
2022-23-UAB,2022-23,UAB,CUSA,,,57,56,119,160,24,9,16,7,8,2,6,5,122,281,2,4,1,3,9,1,12,1
2022-23-Gonzaga,2022-23,Gonzaga,WCC,10,AQ,6,6,50,111,27,5,16,2,11,3,7,2,56,9,6,4,5,1,8,1,8,1
2022-23-NorthCarolina,2022-23,North Carolina,ACC,,,46,46,31,103,20,13,12,10,8,3,4,7,49,18,1,9,6,4,7,1,6,1
2022-23-SouthCarolina,2022-23,South Carolina,SEC,,,234,234,71,120,11,21,4,15,7,6,4,8,66,287,1,9,2,4,2,8,6,1
2022-23-Richmond,2022-23,Richmond,Atlantic 10,,,159,159,141,173,15,18,8,12,7,6,1,11,162,218,0,2,1,4,5,10,9,2
2022-23-Marist,2022-23,Marist,MAAC,,,282,282,311,236,13,20,9,15,4,5,4,9,344,362,0,1,0,2,1,5,12,12
2022-23-DetroitMercy,2022-23,Detroit Mercy,Horizon,,,212,212,229,204,13,19,10,12,3,7,5,13,243,77,0,3,0,3,3,8,10,5
2022-23-Chattanooga,2022-23,Chattanooga,SoCon,,,176,176,212,198,15,17,10,12,5,5,6,9,259,195,0,1,1,4,3,9,11,3
2022-23-SaintFrancis,2022-23,Saint Francis,NEC,,,336,336,358,276,11,18,10,8,1,10,3,13,348,179,0,2,0,2,0,2,11,12
2022-23-JamesMadison,2022-23,James Madison,Sun Belt,,,94,94,187,191,19,11,13,7,6,4,8,6,181,214,0,2,2,2,8,3,9,4
2022-23-Tennessee,2022-23,Tennessee,SEC,14,AL,4,4,31,103,23,10,12,8,11,2,4,6,32,46,7,7,3,3,6,1,7,1
2022-23-Miami(OH),2022-23,Miami (OH),MAC,,,286,286,215,199,9,20,6,13,3,7,3,9,218,225,0,2,0,5,1,6,8,7
2022-23-Dayton,2022-23,Dayton,Atlantic 10,,,78,74,130,167,22,12,14,7,8,5,5,6,158,219,1,1,1,7,10,3,10,1
2022-23-HolyCross,2022-23,Holy Cross,Patriot,,,337,337,321,242,8,22,7,12,1,10,4,11,342,317,0,1,0,2,1,2,7,17
2022-23-USCUpstate,2022-23,USC Upstate,Big South,,,255,256,260,215,14,15,11,9,3,6,4,12,270,110,0,2,0,1,4,8,10,4
2022-23-Utah,2022-23,Utah,Pac-12,,,79,79,79,128,17,15,10,11,7,4,4,7,70,231,2,9,3,5,3,1,9,1
2022-23-Oregon,2022-23,Oregon,Pac-12,,,47,47,22,97,19,14,13,9,6,5,4,6,29,36,2,9,7,4,5,1,5,1
2022-23-SacredHeart,2022-23,Sacred Heart,NEC,,,326,326,360,291,15,17,9,9,6,8,7,11,358,297,0,2,0,1,0,2,15,12
2022-23-UtahValley,2022-23,Utah Valley,WAC,,,74,75,119,160,22,8,16,4,6,4,10,5,128,32,1,2,3,2,9,3,9,1
2022-23-LaSalle,2022-23,La Salle,Atlantic 10,,,223,224,164,183,15,19,9,12,6,7,5,8,220,269,0,3,0,3,7,7,8,6
2022-23-Temple,2022-23,Temple,The American,,,125,127,83,131,16,16,10,9,6,7,6,6,94,212,3,4,4,4,4,6,5,2
2022-23-ChicagoSt.,2022-23,Chicago St.,DI Independent,,,299,299,236,206,7,20,0,0,7,20,3,20,116,149,0,4,0,4,0,7,7,5
2022-23-Marshall,2022-23,Marshall,Sun Belt,,,83,83,215,199,23,8,13,6,10,2,9,5,287,328,0,0,2,2,8,5,13,1
2022-23-SanJoseSt.,2022-23,San Jose St.,Mountain West,,,95,95,68,117,19,13,11,9,8,4,5,8,65,189,3,8,3,2,7,3,6,1
2022-23-CentralConn.St.,2022-23,Central Conn. St.,NEC,,,343,343,359,278,10,22,7,10,3,12,4,14,359,305,0,1,0,2,0,3,10,16
2022-23-JacksonSt.,2022-23,Jackson St.,SWAC,,,305,305,312,237,14,19,13,7,1,12,6,14,189,11,0,5,0,2,1,4,13,8
2022-23-Milwaukee,2022-23,Milwaukee,Horizon,,,210,210,249,209,18,11,15,7,3,4,6,7,281,73,0,2,0,1,7,3,11,5
2022-23-McNeese,2022-23,McNeese,Southland,,,339,339,304,232,10,23,8,13,2,10,3,14,203,8,0,4,0,2,1,3,9,14
2022-23-MississippiVal.,2022-23,Mississippi Val.,SWAC,,,358,358,283,224,5,27,4,14,1,13,1,19,177,14,0,4,0,5,0,2,5,16
2022-23-VirginiaTech,2022-23,Virginia Tech,ACC,,,76,77,82,129,19,14,9,13,10,1,2,9,85,227,4,6,2,5,5,2,8,1
2022-23-BYU,2022-23,BYU,WCC,,,85,85,74,125,17,15,9,10,8,5,2,7,80,134,1,7,1,4,8,3,7,1
2022-23-Presbyterian,2022-23,Presbyterian,Big South,,,352,352,290,227,3,27,1,18,2,9,0,15,325,284,0,1,0,2,0,9,3,15
2022-23-Creighton,2022-23,Creighton,Big East,22,AL,17,17,21,96,21,12,15,7,6,5,5,6,26,21,3,9,7,2,5,1,6,1
2022-23-Pittsburgh,2022-23,Pittsburgh,ACC,44,AL,67,67,100,144,22,11,15,7,7,4,7,5,90,144,4,4,3,5,5,1,10,1
2022-23-SouthDakota,2022-23,South Dakota,Summit League,,,298,298,223,203,10,19,7,12,3,7,2,11,231,130,0,2,1,3,2,5,7,9
2022-23-UConn,2022-23,UConn,Big East,13,AL,8,8,50,111,25,8,14,8,11,1,6,5,42,91,7,6,6,1,4,1,8,1
2022-23-UNCGreensboro,2022-23,UNC Greensboro,SoCon,,,114,113,212,198,18,12,14,5,4,7,8,6,233,117,0,2,1,1,6,6,11,3
2022-23-MiddleTenn.,2022-23,Middle Tenn.,CUSA,,,117,117,103,145,17,14,12,10,5,4,3,11,107,217,1,4,3,2,6,5,7,3
2022-23-LittleRock,2022-23,Little Rock,OVC,,,322,322,334,248,8,21,6,12,2,9,2,16,310,151,0,2,0,2,1,1,7,16
2022-23-Omaha,2022-23,Omaha,Summit League,,,317,316,187,191,8,23,5,15,3,8,1,15,130,7,0,6,0,3,0,6,8,8
2022-23-Northeastern,2022-23,Northeastern,CAA,,,312,312,262,216,10,20,6,13,4,7,3,12,249,261,0,2,0,4,1,7,9,7
2022-23-Columbia,2022-23,Columbia,Ivy League,,,341,341,195,193,5,22,2,12,3,10,1,13,214,309,0,3,1,2,0,8,4,9
2022-23-Princeton,2022-23,Princeton,Ivy League,61,AQ,111,116,199,194,19,8,12,4,7,4,7,4,264,331,0,1,2,2,8,3,9,2
2022-23-Oakland,2022-23,Oakland,Horizon,,,272,271,199,194,12,19,11,10,1,9,5,10,201,41,0,2,0,5,3,8,9,4
2022-23-Michigan,2022-23,Michigan,Big Ten,,,61,62,14,93,17,15,11,10,6,5,3,7,24,145,2,12,6,2,5,1,4,1
2022-23-St.Thomas(MN),2022-23,St. Thomas (MN),Summit League,,,196,196,277,220,17,14,10,10,7,4,4,11,235,181,0,3,0,3,3,3,14,5
2022-23-CharlestonSo.,2022-23,Charleston So.,Big South,,,304,304,262,216,8,21,6,14,2,7,3,12,289,156,0,1,0,2,1,9,7,9
2022-23-Ohio,2022-23,Ohio,MAC,,,133,133,209,197,18,14,11,9,7,5,4,11,182,174,0,2,1,7,5,2,12,3
2022-23-FloridaSt.,2022-23,Florida St.,ACC,,,221,222,65,116,9,23,7,14,2,9,4,7,75,131,2,7,0,10,1,4,6,2
2022-23-Penn,2022-23,Penn,Ivy League,,,141,143,144,174,16,13,9,6,7,7,6,9,137,147,0,5,1,3,7,2,8,3
2022-23-UtahSt.,2022-23,Utah St.,Mountain West,40,AL,18,19,22,97,25,8,15,6,10,2,6,4,73,198,2,5,9,1,13,0,1,2
2022-23-Lipscomb,2022-23,Lipscomb,ASUN,,,148,148,240,207,17,13,12,8,5,5,7,11,263,306,0,2,1,2,5,4,11,5
2022-23-WestVirginia,2022-23,West Virginia,Big 12,34,AL,25,24,3,74,19,14,8,12,11,2,3,8,5,97,6,13,6,1,1,1,6,1
2022-23-AppState,2022-23,App State,Sun Belt,,,197,197,160,180,13,16,9,10,4,6,6,7,208,268,0,0,1,6,2,7,10,3
2022-23-AlabamaA&M,2022-23,Alabama A&M,SWAC,,,319,319,336,251,12,18,11,9,1,9,5,8,339,138,0,2,0,1,1,4,11,11
2022-23-DelawareSt.,2022-23,Delaware St.,MEAC,,,355,355,277,220,5,23,4,12,1,11,2,14,213,60,0,4,0,1,0,7,5,11
2022-23-GeorgeWashington,2022-23,George Washington,Atlantic 10,,,211,211,173,185,15,16,10,9,5,7,5,6,274,329,0,0,0,4,5,9,10,3
2022-23-UNCAsheville,2022-23,UNC Asheville,Big South,62,AQ,140,140,306,233,25,7,19,2,6,5,10,6,311,173,1,1,0,1,4,2,20,3
2022-23-Harvard,2022-23,Harvard,Ivy League,,,158,158,192,192,12,14,5,9,7,5,7,6,172,233,0,2,2,4,2,3,8,5
2022-23-MoreheadSt.,2022-23,Morehead St.,OVC,,,228,228,319,239,17,11,14,5,3,6,7,8,294,45,0,2,0,2,2,1,15,6
2022-23-FloridaA&M,2022-23,Florida A&M,SWAC,,,359,359,308,234,5,22,5,13,0,9,3,15,174,3,0,5,0,0,0,4,5,13
2022-23-MorganSt.,2022-23,Morgan St.,MEAC,,,292,293,289,226,11,16,8,8,3,8,3,12,211,35,0,3,1,2,1,4,9,7
2022-23-FGCU,2022-23,FGCU,ASUN,,,178,179,220,202,16,15,7,12,9,3,6,9,207,107,1,3,0,0,6,7,9,5
2022-23-MountSt.Mary's,2022-23,Mount St. Mary's,MAAC,,,267,269,281,221,12,20,9,13,3,7,7,10,267,203,0,3,0,2,3,3,9,12
2022-23-Minnesota,2022-23,Minnesota,Big Ten,,,220,220,31,103,9,22,3,18,6,4,1,9,33,311,1,9,2,10,1,2,5,1
2022-23-BowlingGreen,2022-23,Bowling Green,MAC,,,284,284,253,211,9,20,5,13,4,7,4,11,285,352,0,1,0,3,2,9,7,7
2022-23-IowaSt.,2022-23,Iowa St.,Big 12,21,AL,20,20,10,85,19,13,10,10,9,3,3,8,4,103,10,11,2,2,1,1,6,1
2022-23-LoyolaMaryland,2022-23,Loyola Maryland,Patriot,,,321,321,316,238,11,20,8,12,3,8,3,13,322,282,0,2,0,2,0,3,11,13
2022-23-Wisconsin,2022-23,Wisconsin,Big Ten,,,80,80,13,92,17,14,9,12,8,2,5,6,13,72,5,7,6,6,1,1,5,1
2022-23-UMES,2022-23,UMES,MEAC,,,232,232,283,224,14,13,10,6,4,7,7,9,223,38,0,3,1,1,1,5,12,4
2022-23-TexasA&M,2022-23,Texas A&M,SEC,25,AL,19,18,54,112,25,9,17,4,8,5,7,4,43,248,7,6,5,1,6,1,7,2
2022-23-Dartmouth,2022-23,Dartmouth,Ivy League,,,279,279,185,190,8,18,6,8,2,10,3,11,244,338,1,1,0,4,4,8,3,6
2022-23-Tulane,2022-23,Tulane,The American,,,105,105,119,160,20,11,13,7,7,4,5,4,106,350,2,5,4,1,5,5,9,1
2022-23-IllinoisSt.,2022-23,Illinois St.,MVC,,,281,281,223,203,11,21,6,15,5,6,3,9,282,360,0,2,0,4,4,6,7,9
2022-23-UMassLowell,2022-23,UMass Lowell,America East,,,119,119,351,262,24,8,13,6,11,2,9,8,353,351,0,1,0,2,5,1,19,5
2022-23-Auburn,2022-23,Auburn,SEC,35,AL,32,32,14,93,20,12,10,9,10,3,4,8,18,79,3,10,6,1,8,1,3,1
2022-23-Nevada,2022-23,Nevada,Mountain West,46,AL,37,37,31,103,21,10,12,7,9,3,6,7,71,132,4,5,3,3,11,2,3,1
2022-23-UtahTech,2022-23,Utah Tech,WAC,,,156,156,116,158,11,19,6,14,5,5,3,13,114,49,0,4,0,5,5,7,6,3
2022-23-NorfolkSt.,2022-23,Norfolk St.,MEAC,,,181,181,330,246,18,11,11,6,7,5,6,8,238,55,0,4,0,0,2,3,16,4
2022-23-Longwood,2022-23,Longwood,Big South,,,166,166,333,247,18,12,12,7,6,5,8,8,335,270,0,1,0,1,2,5,16,5
2022-23-ETSU,2022-23,ETSU,SoCon,,,266,266,253,211,10,20,8,11,2,9,4,9,308,342,0,0,0,3,3,9,7,8
2022-23-OldDominion,2022-23,Old Dominion,Sun Belt,,,153,153,144,174,18,12,11,8,7,4,6,5,192,249,0,1,2,4,7,4,9,3
2022-23-EastTexasA&M,2022-23,East Texas A&M,Southland,,,303,303,343,256,12,20,9,10,3,10,7,13,337,208,0,1,1,1,3,7,8,12
2022-23-Navy,2022-23,Navy,Patriot,,,173,173,316,238,17,13,11,8,6,5,9,7,315,192,0,2,1,1,2,2,14,8
2022-23-Clemson,2022-23,Clemson,ACC,,,60,60,108,150,23,10,15,7,8,3,5,6,102,333,4,4,3,2,7,2,9,2
2022-23-WichitaSt.,2022-23,Wichita St.,The American,,,112,111,109,151,17,15,10,10,7,5,7,4,99,196,0,7,2,3,6,3,9,2
2022-23-FresnoSt.,2022-23,Fresno St.,Mountain West,,,146,145,65,116,10,20,6,13,4,7,4,9,76,186,0,7,3,5,3,7,4,1
2022-23-Texas,2022-23,Texas,Big 12,6,AQ,7,7,8,82,26,8,15,6,11,2,4,6,6,124,14,8,4,1,1,1,7,1
2022-23-Nicholls,2022-23,Nicholls,Southland,,,263,263,312,237,12,15,11,8,1,7,4,12,199,2,0,4,0,2,0,3,12,6
2022-23-WesternIll.,2022-23,Western Ill.,Summit League,,,245,245,290,227,13,14,9,10,4,4,5,9,305,307,0,2,0,1,1,6,12,5
2022-23-SaintMary's(CA),2022-23,Saint Mary's (CA),WCC,19,AL,11,11,45,109,25,7,15,3,10,4,6,2,77,84,2,3,7,2,11,2,5,1
2022-23-BostonCollege,2022-23,Boston College,ACC,,,168,168,90,136,16,17,10,12,6,5,4,7,95,321,1,7,3,4,6,3,6,3
2022-23-GrandCanyon,2022-23,Grand Canyon,WAC,57,AQ,104,104,114,155,21,11,14,7,7,4,5,5,157,216,1,2,2,1,8,7,10,1
2022-23-Toledo,2022-23,Toledo,MAC,,,82,82,236,206,26,7,18,3,8,4,10,3,262,250,0,1,3,2,8,3,15,1
2022-23-UTSA,2022-23,UTSA,CUSA,,,288,288,116,158,8,22,4,17,4,5,2,11,117,273,0,5,0,5,4,4,4,8
2022-23-ArmyWestPoint,2022-23,Army West Point,Patriot,,,248,249,347,257,15,16,11,9,4,7,7,8,356,361,0,0,0,2,1,4,14,10
2022-23-Bryant,2022-23,Bryant,America East,,,182,182,272,219,15,13,8,9,7,4,7,8,261,136,0,3,1,2,2,3,12,5
2022-23-NotreDame,2022-23,Notre Dame,ACC,,,186,186,87,133,11,21,3,18,8,3,0,10,101,308,0,6,2,5,2,8,7,2
2022-23-Niagara,2022-23,Niagara,MAAC,,,246,247,290,227,15,15,11,11,4,4,4,10,291,255,0,2,0,3,3,1,12,9
2022-23-Gardner-Webb,2022-23,Gardner-Webb,Big South,,,198,198,277,220,13,16,10,9,3,7,6,10,304,191,0,1,0,1,2,8,11,6
2022-23-IndianaSt.,2022-23,Indiana St.,MVC,,,93,93,253,211,21,12,15,8,6,4,7,6,288,356,0,1,2,4,5,4,14,3
2022-23-Cincinnati,2022-23,Cincinnati,The American,,,70,70,95,139,20,12,12,8,8,4,4,6,89,236,1,7,2,3,6,2,11,1
2022-23-StonyBrook,2022-23,Stony Brook,CAA,,,327,327,267,217,9,22,7,13,2,9,3,13,226,164,0,3,0,3,0,9,9,7
2022-23-Stanford,2022-23,Stanford,Pac-12,,,97,97,73,122,14,19,8,14,6,5,2,8,53,140,1,11,3,5,2,2,8,1
2022-23-UNCW,2022-23,UNCW,CAA,,,144,144,244,208,22,10,14,7,8,3,8,6,153,67,1,4,1,3,5,2,15,1
2022-23-UAlbany,2022-23,UAlbany,America East,,,342,342,270,218,6,23,3,13,3,10,1,16,241,163,0,3,0,3,1,6,5,11
2022-23-St.John's(NY),2022-23,St. John's (NY),Big East,,,98,98,74,125,18,15,8,14,10,1,3,8,69,320,1,11,1,3,6,1,10,1
2022-23-St.Bonaventure,2022-23,St. Bonaventure,Atlantic 10,,,199,199,152,178,14,18,8,11,6,7,2,11,250,334,1,1,0,4,7,8,6,6
2022-23-Colorado,2022-23,Colorado,Pac-12,,,69,69,41,107,17,16,9,13,8,3,2,9,50,94,3,7,4,4,6,3,4,2
2022-23-KansasSt.,2022-23,Kansas St.,Big 12,11,AL,24,23,18,95,23,9,11,8,12,1,4,7,16,310,9,8,4,1,3,1,7,1
2022-23-NorthTexas,2022-23,North Texas,CUSA,,,38,38,112,154,24,7,17,5,7,2,9,3,126,178,1,3,3,2,11,1,9,1
2022-23-Davidson,2022-23,Davidson,Atlantic 10,,,145,146,119,160,15,16,9,11,6,5,6,6,132,200,0,3,2,4,6,7,7,2
2022-23-YoungstownSt.,2022-23,Youngstown St.,Horizon,,,123,123,312,237,22,9,16,6,6,3,9,6,355,353,0,0,0,0,4,7,18,2
2022-23-Oklahoma,2022-23,Oklahoma,Big 12,,,68,68,2,70,15,17,5,14,10,3,2,8,3,76,6,14,3,3,3,1,3,1
2022-23-Maine,2022-23,Maine,America East,,,275,275,267,217,11,17,7,10,4,7,5,12,258,188,0,1,0,6,2,5,9,5
2022-23-SacramentoSt.,2022-23,Sacramento St.,Big Sky,,,224,223,181,189,12,18,7,12,5,6,5,10,225,125,0,1,0,4,1,10,11,3
2022-23-HighPoint,2022-23,High Point,Big South,,,290,290,293,228,12,17,6,13,6,4,2,11,336,291,0,0,1,1,0,8,11,8
2022-23-SanDiego,2022-23,San Diego,WCC,,,230,230,103,145,9,20,4,13,5,7,3,8,108,280,0,5,1,2,3,8,5,5
2022-23-Syracuse,2022-23,Syracuse,ACC,,,126,126,98,140,17,15,10,11,7,4,5,6,103,313,0,7,1,5,8,1,8,2
2022-23-UCDavis,2022-23,UC Davis,Big West,,,147,147,207,196,16,14,11,9,5,5,5,9,230,202,0,1,0,5,2,7,14,1
2022-23-Queens(NC),2022-23,Queens (NC),ASUN,,,204,204,240,207,15,15,8,12,7,3,7,10,260,315,0,1,1,3,3,7,11,4
2022-23-SouthernMiss.,2022-23,Southern Miss.,Sun Belt,,,87,87,179,188,22,7,14,5,8,2,8,6,176,213,1,1,2,4,5,3,14,0
2022-23-SaintPeter's,2022-23,Saint Peter's,MAAC,,,306,308,309,235,13,18,9,14,4,4,4,11,307,245,0,2,0,2,0,4,13,10
2022-23-N.C.A&T,2022-23,N.C. A&T,CAA,,,318,318,260,215,10,19,8,11,2,8,4,10,194,47,0,3,1,2,1,8,8,6
2022-23-Tulsa,2022-23,Tulsa,The American,,,324,324,103,145,5,25,1,18,4,7,0,12,98,253,0,6,0,6,1,9,4,4
2022-23-CentralArk.,2022-23,Central Ark.,ASUN,,,330,330,212,198,8,22,4,14,4,8,2,13,198,169,0,4,0,2,2,5,6,11
2022-23-SouthernU.,2022-23,Southern U.,SWAC,,,276,276,335,250,13,17,11,8,2,9,5,12,245,13,0,4,0,2,0,2,13,9
2022-23-WesternKy.,2022-23,Western Ky.,CUSA,,,177,177,128,164,15,16,9,13,6,3,5,9,124,344,1,4,0,4,5,6,9,2
2022-23-AlabamaSt.,2022-23,Alabama St.,SWAC,,,346,346,321,242,7,23,6,12,1,11,2,18,242,22,0,4,0,3,0,4,7,12
2022-23-Radford,2022-23,Radford,Big South,,,184,184,286,225,17,14,13,7,4,7,7,10,278,119,0,3,0,0,2,5,15,6
2022-23-SouthernInd.,2022-23,Southern Ind.,OVC,,,257,257,336,251,13,16,9,10,4,6,5,11,352,274,0,1,0,0,3,4,10,11
2022-23-Duquesne,2022-23,Duquesne,Atlantic 10,,,130,130,148,175,20,12,10,9,10,3,3,7,248,301,0,1,1,3,8,6,11,2
2022-23-Iowa,2022-23,Iowa,Big Ten,32,AL,39,39,26,98,19,13,11,10,8,3,4,7,23,126,4,7,9,3,1,2,5,1
2022-23-Marquette,2022-23,Marquette,Big East,8,AQ,12,12,50,111,28,6,20,3,8,3,9,4,45,153,8,5,6,1,6,1,8,1
2022-23-NorthFlorida,2022-23,North Florida,ASUN,,,238,237,195,193,12,17,9,10,3,7,3,14,136,12,0,4,0,4,4,3,8,6
2022-23-TexasSt.,2022-23,Texas St.,Sun Belt,,,194,195,152,178,14,18,9,13,5,5,7,7,175,288,0,1,3,5,2,8,9,4
2022-23-SouthernUtah,2022-23,Southern Utah,WAC,,,113,112,100,144,18,12,14,7,4,5,5,8,115,62,0,5,3,1,7,7,8,1
2022-23-Grambling,2022-23,Grambling,SWAC,,,180,180,356,268,22,9,17,4,5,5,9,6,327,61,0,2,2,2,0,0,20,5
2022-23-GeorgiaSt.,2022-23,Georgia St.,Sun Belt,,,291,291,152,178,7,21,3,16,4,5,0,11,237,323,0,1,0,3,2,10,5,7
2022-23-Wofford,2022-23,Wofford,SoCon,,,226,225,223,203,14,16,9,11,5,5,4,11,219,141,1,1,0,3,4,7,9,5
2022-23-Belmont,2022-23,Belmont,MVC,,,118,118,167,184,20,11,14,7,6,4,7,7,216,263,1,1,1,4,7,5,11,1
2022-23-Elon,2022-23,Elon,CAA,,,335,335,277,220,6,24,6,13,0,11,3,12,277,244,0,3,0,1,0,8,6,12
2022-23-Evansville,2022-23,Evansville,MVC,,,350,350,167,184,5,27,1,20,4,7,1,14,200,264,0,2,0,6,0,10,5,9
2022-23-Canisius,2022-23,Canisius,MAAC,,,262,261,244,208,9,20,8,13,1,7,3,12,268,121,0,2,0,3,1,5,8,10
2022-23-CentralMich.,2022-23,Central Mich.,MAC,,,329,329,240,207,8,21,5,13,3,8,3,12,224,201,1,2,0,2,0,9,7,8
2022-23-EasternKy.,2022-23,Eastern Ky.,ASUN,,,165,165,164,183,17,13,13,7,4,6,5,10,149,106,0,4,1,2,6,3,10,4
2022-23-Winthrop,2022-23,Winthrop,Big South,,,254,254,249,209,13,17,10,9,3,8,4,11,253,102,0,2,0,3,4,6,9,6
2022-23-PortlandSt.,2022-23,Portland St.,Big Sky,,,249,248,167,184,10,19,6,12,4,7,5,9,191,86,0,2,0,3,4,8,6,6
2022-23-SouthDakotaSt.,2022-23,South Dakota St.,Summit League,,,155,155,209,197,18,13,14,6,4,7,6,9,139,10,1,4,0,3,2,4,15,2
2022-23-UTArlington,2022-23,UT Arlington,WAC,,,251,250,99,143,8,21,6,13,2,8,4,9,125,129,0,3,2,4,4,11,2,3
2022-23-UCLA,2022-23,UCLA,Pac-12,5,AL,3,3,30,102,29,5,20,3,9,2,9,2,46,114,8,5,9,1,5,1,7,1
2022-23-Charlotte,2022-23,Charlotte,CUSA,,,116,115,151,177,18,14,9,12,9,2,5,8,141,339,1,4,1,2,5,4,11,4
2022-23-NorthwesternSt.,2022-23,Northwestern St.,Southland,,,203,202,338,252,21,11,14,6,7,5,10,7,283,58,1,3,0,0,2,3,18,5
2022-23-Georgetown,2022-23,Georgetown,Big East,,,243,243,54,112,7,25,2,19,5,6,1,11,51,290,0,11,1,7,0,5,6,2
2022-23-UTMartin,2022-23,UT Martin,OVC,,,250,251,343,256,15,14,11,9,4,5,4,11,351,241,0,1,0,2,0,3,15,8
2022-23-CalSt.Fullerton,2022-23,Cal St. Fullerton,Big West,,,121,121,136,172,18,13,14,7,4,6,7,8,151,123,0,2,3,2,7,6,8,3
2022-23-Valparaiso,2022-23,Valparaiso,MVC,,,289,289,204,195,10,21,5,16,5,5,2,12,186,279,0,2,1,6,0,8,9,5
2022-23-SMU,2022-23,SMU,The American,,,209,209,79,128,10,22,5,14,5,8,1,11,68,51,1,8,1,8,2,5,6,1
2022-23-California,2022-23,California,Pac-12,,,313,313,31,103,3,29,2,19,1,10,0,12,58,168,0,9,1,10,1,6,1,4
2022-23-EasternWash.,2022-23,Eastern Wash.,Big Sky,,,128,128,223,203,21,10,16,3,5,7,9,6,266,175,0,1,1,4,6,3,14,2
